,tweets
213,"...We need Karen in Washington badly! She loves Georgia and the USA. Has my Complete and Total Endorsement! November 3rd, a big day for us all! #GA06 https://t.co/5JOaLlvZE0"
214,"Congratulations to @KarenHandel on running a great race and terrific primary victory - 75%, despite tough competition. Previously beat Jon Ossoff who, after his 2017 Congressional failure, is now running against a GREAT Senator, David @PerdueSenate..."
215,"Senator @JoniErnst of IOWA has a new book, “Daughter of the Heartland: My Ode to the Country That Raised Me.” The first female combat veteran elected to serve in the U.S. Senate – Joni is as tough as they come and a true inspiration for women everywhere. Get her book today! https://t.co/yKxUBasreY"
216,"...Unlike her Radical Liberal opponent, Theresa Greenfield, and Theresa’s failed record in real estate, Joni stands for Iowa. Vote for Joni Ernst on November 3rd, a big day for us all! #IASEN https://t.co/QOruG3Z7dw"
217,"Few people have ever fought as strongly for Iowa as Senator @JoniErnst! A combat Veteran, her service to Iowa and our Country is remarkable! Joni is Strong on Crime, our Military, Vets, Low Taxes and will protect your #2A at all times..."
218,"...Second Amendment. Matt has my Complete and Total Endorsement! We need him in Washington now! #NH01 
https://t.co/K4xoUlQiAI"
219,"Matt @Mowers is a champion for the Great State of New Hampshire! He was a winner in my Administration and he will always put America First. Strong on our Military, Vets, Low Taxes and the..."
220,"...of Schumer and Pelosi. David is Strong on Crime, our Military, Vets, Low Taxes and will protect your #2A at all times. He is a GREAT Senator and has my Complete and Total Endorsement. Vote for David Perdue on November 3rd, a big day for us all! #GASEN https://t.co/1LXL4Fm68A"
221,"We need our Great David Perdue (@PerdueSenate) in the Senate to Drain the Swamp &amp; Make America Great Again! His Radical Liberal opponent, Jon Ossoff (who we beat in 2017), supports LAWLESS Sanctuary Cities, wants to raise your taxes, &amp; weaken our Great Military. He is a puppet..."
222,"Chris @JacobsNY27 is a Great Winner and Fighter for New York. He will never let you down! Strong on Crime, Military, our Vets, Reducing Taxes, Regulations, and importantly, our #2A. Vote on June 23rd. Chris has my Complete and Total Endorsement! #NY27 https://t.co/LYowAy816X"
223,"...Strong on Crime, our Military, Vets and Low Taxes. Nancy has my Complete and Total Endorsement! November 3rd, a big day for us all! #SC01 https://t.co/nNFy4Ybpon"
224,"Despite very tough competition, @NancyMace had a tremendous victory on Tuesday in South Carolina’s 1st Congressional District. The first woman to graduate from the Citadel, she is a Great Warrior who we need in Washington now..."
225,"Seriously failed presidential candidate, Senator Elizabeth “Pocahontas” Warren, just introduced an Amendment on the renaming of many of our legendary Military Bases from which we trained to WIN two World Wars. Hopefully our great Republican Senators won’t fall for this!"
226,"Radical Left Governor @JayInslee and the Mayor of Seattle are being taunted and played at a level that our great Country has never seen before. Take back your city NOW. If you don’t do it, I will. This is not a game. These ugly Anarchists must be stopped IMMEDIATELY. MOVE FAST!"
227,Anarchists just took over Seattle and the Liberal Democrat Governor just said he knows “nothing about that”.
228,"June 14th just happens to be my birthday, thank you! Love our Boaters, Love our Country! #MAGA  
https://t.co/Om9pbHIaTU"
229,"The Federal Reserve is wrong so often. I see the numbers also, and do MUCH better than they do. We will have a very good Third Quarter, a great Fourth Quarter, and one of our best ever years in 2021. We will also soon have a Vaccine &amp; Therapeutics/Cure. That’s my opinion. WATCH!"
230,THOSE THAT DENY THEIR HISTORY ARE DOOMED TO REPEAT IT!
231,Sleepy Joe Biden refuses to leave his basement “sanctuary” and tell his Radical Left BOSSES that they are heading in the wrong direction. Tell them to get out of Seattle now. Liberal Governor @JayInslee is looking “the fool”. LAW &amp; ORDER!
232,"Our great National Guard Troops who took care of the area around the White House could hardly believe how easy it was. “A walk in the park”, one said. The protesters, agitators, anarchists (ANTIFA), and others, were handled VERY easily by the Guard, D.C. Police, &amp; S.S. GREAT JOB!"
233,"Domestic Terrorists have taken over Seattle, run by Radical Left Democrats, of course. LAW &amp; ORDER!"
234,“Very troubled by Durham probe findings.” A.G. Bill Barr  @BretBaier  @FoxNews
235,...And the Trump family didn’t ask the Federal government for money to carry this and many other very expensive to carry properties! https://t.co/IakI8RiWfj
236,LAW &amp; ORDER!
237,"So honored by Archbishop Viganò’s incredible letter to me. I hope everyone, religious or not, reads it! https://t.co/fVhkCz89g5"
238,"Congratulations to Dr. Rich McCormick (@RichforGA) on a BIG WIN in Georgia last night! We need you in Washington, D.C. badly. You have my Complete and Total Endorsement! #MAGA #GA07 https://t.co/5lvlSoaoU2"
239,"Congratulations on last nights BIG WIN, @NancyMace! Keep up the great work so we can #MAGA! We need you in Washington fast. You have my Complete and Total Endorsement! #SC01 https://t.co/GBe7NJBztj"
240,I am sending $219.9M to the San Diego area in CARES Act funding for @sdmts. These funds from @USDOT will be CRITICAL for economic recovery. We have to keep people moving safely and efficiently!
241,"Big $$$$ headed to the Pittsburgh area! I’m sending $141.7M in CARES Act funding to @PGHtransit from @USDOT to aid in the recovery. This will be critical to helping people get where they need to go and more importantly, keeping them SAFE!"
242,...Our history as the Greatest Nation in the World will not be tampered with. Respect our Military!
243,"...history of Winning, Victory, and Freedom. The United States of America trained and deployed our HEROES on these Hallowed Grounds, and won two World Wars. Therefore, my Administration will not even consider the renaming of these Magnificent and Fabled Military Installations..."
244,"It has been suggested that we should rename as many as 10 of our Legendary Military Bases, such as Fort Bragg in North Carolina, Fort Hood in Texas, Fort Benning in Georgia, etc. These Monumental and very Powerful Bases have become part of a Great American Heritage, and a..."
245,Incredible!  @FoxNews just took Congressional Hearing off the air just prior to important witness statements. More like CNN!!! Fox is lost!!!
246,"Great statement to Congress by @Jim_Jordan concerning Defunding (not!) our great Police. This Radical Left agenda is not going to happen. Sleepy Joe Biden will be (already is) pulled all the way Left. Many, like Minneapolis, want to close their Police Departments. Crazy!"
247,"“For the first time in history, Police Organizations &amp; National Security Organizations were used to SPY on a Campaign, &amp; there was no basis for it. The media largely drove that, &amp; claims were made that could have affected the election of the President.” A.G. Bill Barr @BretBaier"
248,New York State is killing small businesses. Let them properly open! @foxandfriends
249,"NASDAQ HITS ALL-TIME HIGH. Tremendous progress being made, way ahead of schedule. USA!"
250,https://t.co/lEwOBtMVUf
251,https://t.co/FKGagCwNZ2
252,“Republican AGs come out in force against defunding police” https://t.co/AAJiCHsqTp
253,"Thank you George, great honor! https://t.co/1WzkcvLpnR"
254,"Great work in the Republican Senate on some big nominees. Still 154 to go, hope they don’t adjourn until the job is done! @senatemajldr"
255,Relief is on the way to Utah! I’m proud to send $187.18M in CARES Act funding to @RideUTA. This money will keep people moving and support a swift and smooth economic recovery for the GREAT people of Utah!
256,"I am allocating $2.96 BILLION in Emergency Solutions Grants to support homeless Americans and those at risk of becoming homeless because of job or wage loss, or illness due to COVID-19. We are taking care of our Nation’s most vulnerable citizens. Thanks @SecretaryCarson!"
257,"My decision to appoint @usairforce General Charles Brown as the USA’s first-ever African American military service chief has now been approved by the Senate. A historic day for America! Excited to work even more closely with Gen. Brown, who is a Patriot and Great Leader!"
258,“Defunding Police would be good for Robbers &amp; Rapists.” @SenBillCassidy
259,"BIG DEMAND! Starting up again soon, maybe next week! https://t.co/ToNLAGl5Fz"
260,"Should have let police do their job and brought in National Guard on Day One, not Day Four! https://t.co/AZ661hygIb"
261,"Minnesota needs DJT &amp; @LacyJohnsonMN NOW. When I insisted on the National Guard, things got better FAST. Enough with Omar, you’ll have nothing left! https://t.co/Zt2otB94Px"
262,MAKE AMERICA GREAT AGAIN!
263,THE REAWAKENING OF AMERICA!
264,.@WhiteHouse TRANSITION TO GREATNESS!
265,"Mattis was our Country’s most overrated General. He talked a lot, but never “brought home the bacon.” He was terrible! Someday I will tell the real story on him and others - both good and bad! https://t.co/WgAQMkfgvr"
266,"Poll: Trump Better Than Biden On Economic Growth, 55% to 34%. That’s all? Who are the 34%?"
267,"Buffalo protester shoved by Police could be an ANTIFA provocateur. 75 year old Martin Gugino was pushed away after appearing to scan police communications in order to black out the equipment. @OANN  I watched, he fell harder than was pushed. Was aiming scanner. Could be a set up?"
268,NASDAQ HITS ALL-TIME HIGH!
269,"Vote today for Big Jim, a great Governor. Love West Virginia! https://t.co/tIbwDQQfkU"
270,A GREAT Senator. Must return to Washington. Steve has my Complete &amp; Total Endorsement! https://t.co/W59NpmvtiM
271,“Democrats &amp; Activists call to Defund Police Departments. They’ve gone so far Left that they eat their young.” @mirandadevine @nypost @foxandfriends
